incident_id,company_name,company_revenue_usd,country_hq,industry_primary,industry_secondary,employee_count,is_public_company,stock_ticker,incident_date,incident_date_estimated,discovery_date,disclosure_date,attack_vector_primary,attack_vector_secondary,attack_chain,attributed_group,attribution_confidence,data_compromised_records,data_type,systems_affected,downtime_hours,data_source_primary,data_source_secondary,data_source_type,confidence_tier,quality_score,quality_grade,review_flag,notes,created_at,updated_at
2024-0322-001,Phoenix Communications Corp.,156256264.57,US,51,,268,True,PHO1,2024-03-22,False,2024-04-03,2024-06-10,phishing,,Spear-phishing campaign targeting finance team → credential harvesting through cloned SSO portal → email account compromise → BEC wire transfer or data exfiltration,Conti,unknown,13161,mixed,cloud_infrastructure,,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001984752&type=8-K&dateb=20240208&owner=include&count=10,,sec_filing,1,91.55,Gold,,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2024-0928-002,Glasgow Association Group PLC,1607311967.76,GB,81,,13438,True,GLAS.L,2024-09-28,False,2024-10-04,2024-10-23,data_breach,,,Play,unknown,1086701,mixed,"backup_systems,ERP,CRM",,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001802391&type=8-K&dateb=20240912&owner=include&count=10,,sec_filing,1,78.62,Silver,,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2025-0126-001,Singapore Sciences Pte. Ltd.,18658919650.92,SG,62,51,143972,True,SIN2.SI,2025-01-26,False,2025-01-27,2025-03-06,data_breach,,Misconfigured cloud storage bucket discovered by automated scanner → bulk data download over 72 hours → data posted to dark web marketplace,APT29,probable,38513,PII,"HR_systems,SSO,ERP,file_servers,customer_database",,https://www.bleepingcomputer.com/news/security/singapore-sciences-pte-lt-hit-by-cyberattack-2025/,https://unit42.paloaltonetworks.com/threat-brief-singapore-sciences-p-2025/,verified_media,3,82.73,Silver,,Employee count approximate; sourced from LinkedIn company page,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2021-0821-001,CreditSecura Group Holdings Inc.,169749352.31,CA,52,,443,False,,2021-08-21,False,2021-09-24,2021-11-10,supply_chain,malware,Compromised third-party software update → trojanized DLL sideloaded → C2 beacon established → persistent access across customer environments,NoName057,unknown,,,"cloud_infrastructure,active_directory,website",,https://www.creditsecura-group-holdin.com/newsroom/2021/02/security-update,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001354761&type=8-K&dateb=20210413&owner=include&count=10,company_pr,1,68.42,Bronze,,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2023-0511-002,Canberra Engineering Ltd.,3969936428.64,AU,31-33,,11393,False,,2023-05-11,False,2023-05-28,2023-07-29,ransomware,,Phishing email with weaponized attachment → credential theft via Mimikatz → lateral movement via RDP/SMB → Active Directory compromise → ransomware deployment across domain-joined hosts,APT28,suspected,40017,mixed,"payment_systems,CRM",101.28,https://therecord.media/2023/05/05/canberra-engineering-ltd-breached,https://blog.talosintelligence.com/2023/09/canberra-engineering-campaign.html,verified_media,3,79.2,Silver,,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2025-0201-002,Silver Flint Freight Corp.,4437490769.88,US,48-49,,20236,False,,2025-02-01,False,2025-03-06,2025-04-20,phishing,,Spear-phishing campaign targeting finance team → credential harvesting through cloned SSO portal → email account compromise → BEC wire transfer or data exfiltration,,,602636,financial,"active_directory,payment_systems",,https://www.bfdi.bund.de/decisions/2025/11/INQ-2025-00777,https://www.theregister.com/2025/10/19/silver-flint-freight_security_incident/,gdpr_notification,1,90.24,Gold,,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2025-0809-001,ValueValue Stores Co.,690054803.15,US,44-45,,6416,False,,2025-08-09,True,2025-11-10,2026-01-14,ransomware,,Phishing email with weaponized attachment → credential theft via Mimikatz → lateral movement via RDP/SMB → Active Directory compromise → ransomware deployment across domain-joined hosts,FIN7,unknown,,,"payment_systems,file_servers,ERP,VPN,SCADA",,https://unit42.paloaltonetworks.com/threat-brief-valuevalue-stores-co-2025/,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001673720&type=8-K&dateb=20251123&owner=include&count=10,cybersecurity_firm,3,76.92,Silver,,Incident scope expanded during investigation; initial disclosure understated impact,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2025-0528-001,Eclipse Source Distribution Corp.,3092611876.88,US,42,,10975,False,,2025-05-28,False,2025-05-29,2025-06-12,malware,,Trojanized installer via SEO-poisoned download → fileless PowerShell execution → registry run-key persistence → credential dumping via LSASS → data staged for exfil,,,20109,credentials,"email,ERP,SSO",50.22,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001873992&type=8-K&dateb=20250514&owner=include&count=10,,sec_filing,1,91.98,Gold,,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2021-0421-001,Paladin Lynx Therapeutics Ltd.,1432177180.55,SG,62,,12124,True,PLT.SI,2021-04-21,False,2021-04-27,2021-06-02,malware,,Trojanized installer via SEO-poisoned download → fileless PowerShell execution → registry run-key persistence → credential dumping via LSASS → data staged for exfil,Conti,suspected,1000,PII,cloud_infrastructure,23.59,https://blog.talosintelligence.com/2021/03/paladin-lynx-therape-campaign.html,,cybersecurity_firm,3,99.68,Gold,,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2025-0102-001,Redwood Ore Petroleum SA,8362619754.24,CH,21,,22615,True,ROP.SW,2025-01-02,False,2025-07-02,2025-07-13,supply_chain,backdoor,Compromised third-party software update → trojanized DLL sideloaded → C2 beacon established → persistent access across customer environments,Lazarus_Group,confirmed,,,"payment_systems,manufacturing_OT,cloud_infrastructure",4.66,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001017440&type=8-K&dateb=20250105&owner=include&count=10,https://www.redwood-ore-petroleum-sa.com/newsroom/2025/10/security-update,sec_filing,1,70.21,Silver,,Company undergoing M&A at time of incident; financial attribution complex,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2023-0421-001,Vista Dynamic Production Ltd.,2524223733.14,IN,31-33,,8881,False,,2023-04-21,False,2023-04-23,2023-06-13,backdoor,,,APT28,confirmed,,,"VPN,backup_systems,payment_systems,active_directory,SSO",,https://www.edpb.europa.eu/decisions/2023/05/INQ-2023-00782,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001162868&type=8-K&dateb=20231201&owner=include&count=10,gdpr_notification,1,82.66,Silver,,Initially reported as IT maintenance outage; later reclassified as security incident,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2022-1121-001,AeroAero Products Corp.,260678861.71,NZ,31-33,,913,False,,2022-11-21,False,2022-11-22,2023-02-23,ddos,,Multi-vector botnet activation → volumetric UDP reflection (900 Gbps peak) → application-layer HTTP/2 flood → 18-hour service degradation,Volt_Typhoon,suspected,,,VPN,672.96,https://www.aeroaero-products-corp.com/newsroom/2022/01/security-update,,company_pr,2,52.29,Bronze,low_quality_score,Cross-border incident; primary filing in BfDI jurisdiction,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2025-0312-001,Dresden Group AG,2129356006.58,DE,44-45,52,15582,False,,2025-03-12,False,2025-03-15,2025-03-28,apt,,Zero-day exploit in edge device → fileless implant in memory → scheduled task persistence → low-and-slow data staging → encrypted exfiltration over DNS tunneling,FIN11,unknown,233824,health,"file_servers,active_directory,SCADA,payment_systems",120.76,https://blog.talosintelligence.com/2025/09/dresden-group-ag-campaign.html,,cybersecurity_firm,3,67.34,Bronze,,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2023-0227-002,Jensen Medical Holdings Inc.,18449403111.11,US,62,,88986,True,JENS,2023-02-27,False,2023-03-07,2023-04-09,data_breach,,,BianLian,probable,68179,credentials,"backup_systems,payment_systems,email",,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001258080&type=8-K&dateb=20230809&owner=include&count=10,,sec_filing,1,77.28,Silver,,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2022-0417-001,CellaMed Biotech AG,394030558.35,DE,62,,1698,True,CELL.DE,2022-04-17,False,2022-05-22,2022-05-28,phishing,,Spear-phishing campaign targeting finance team → credential harvesting through cloned SSO portal → email account compromise → BEC wire transfer or data exfiltration,,,,,"SSO,VPN",,https://www.edpb.europa.eu/decisions/2022/04/INQ-2022-00786,https://www.cellamed-biotech-ag.com/newsroom/2022/11/security-update,gdpr_notification,1,84.04,Silver,,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2025-0331-004,Osaka Services Corp.,359832540.22,JP,92,,2708,False,,2025-03-31,False,2025-04-08,2025-05-30,ransomware,,Phishing email with weaponized attachment → credential theft via Mimikatz → lateral movement via RDP/SMB → Active Directory compromise → ransomware deployment across domain-joined hosts,,,124849,PII,"customer_database,manufacturing_OT,active_directory,HR_systems,SSO",141.09,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001504797&type=8-K&dateb=20251216&owner=include&count=10,https://blog.talosintelligence.com/2025/04/osaka-services-corp-campaign.html,sec_filing,1,70.7,Silver,,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2022-0212-001,InfracoreCharge Electric S.r.l.,1697906622.12,IT,22,,3950,False,,2022-02-12,False,2022-02-16,2022-04-10,trojan,,Drive-by download from compromised ad network → remote access trojan deployment → keylogger activation → credential theft → lateral movement to file servers,,,124466,health,CRM,,https://www.ico.org.uk/decisions/2022/04/INQ-2022-00788,,gdpr_notification,1,78.19,Silver,,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2025-0819-002,Henderson Corp Holdings Inc.,7630918316.4,US,21,,12613,True,HEND,2025-08-19,False,2025-09-21,2025-11-21,supply_chain,,Compromised third-party software update → trojanized DLL sideloaded → C2 beacon established → persistent access across customer environments,,,,,"SSO,ERP,manufacturing_OT",42.35,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001454611&type=8-K&dateb=20250423&owner=include&count=10,https://unit42.paloaltonetworks.com/threat-brief-henderson-corp-holdi-2025/,sec_filing,1,77.53,Silver,,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2021-1120-001,Zenith Equity Investments SA,479790920.29,FR,52,,1140,False,,2021-11-20,False,2021-12-01,2021-12-07,data_breach,,Misconfigured cloud storage bucket discovered by automated scanner → bulk data download over 72 hours → data posted to dark web marketplace,FIN11,confirmed,183028,mixed,"cloud_infrastructure,SCADA,customer_database,ERP,active_directory",,https://www.bfdi.bund.de/decisions/2021/09/INQ-2021-00790,,gdpr_notification,1,81.09,Silver,,Revenue estimated from Dun & Bradstreet industry median,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2023-0529-001,Palmer Retail S.p.A.,7162131064.34,IT,44-45,,42277,True,PALM.MI,2023-05-29,False,2023-06-28,2023-07-07,data_breach,,Misconfigured cloud storage bucket discovered by automated scanner → bulk data download over 72 hours → data posted to dark web marketplace,,,2987,mixed,"website,cloud_infrastructure,active_directory,HR_systems,file_servers",,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001458535&type=8-K&dateb=20230311&owner=include&count=10,,sec_filing,1,81.53,Silver,,Multiple subsidiaries affected across 11 jurisdictions,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2021-1227-001,Zenith Equity Investments SA,479790920.29,FR,52,,1140,False,,2021-12-27,False,2022-01-28,2022-03-08,phishing,,,Volt_Typhoon,probable,9913,PII,"HR_systems,VPN",,https://unit42.paloaltonetworks.com/threat-brief-zenith-equity-invest-2021/,,cybersecurity_firm,3,91.36,Gold,,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2022-0712-001,Perth Media Pty Ltd.,45890642.16,AU,71,,267,False,,2022-07-12,False,2022-07-31,2022-08-18,trojan,supply_chain,Drive-by download from compromised ad network → remote access trojan deployment → keylogger activation → credential theft → lateral movement to file servers,BlackCat/ALPHV,suspected,65574,health,backup_systems,,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001036881&type=8-K&dateb=20221109&owner=include&count=10,,sec_filing,1,96.06,Gold,,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2021-0914-001,Orlando Supply Holdings Inc.,634700412.02,US,42,,2206,False,,2021-09-14,False,2021-12-16,2022-01-23,phishing,,Spear-phishing campaign targeting finance team → credential harvesting through cloned SSO portal → email account compromise → BEC wire transfer or data exfiltration,Scattered_Spider,unknown,1207,health,"cloud_infrastructure,CRM,SCADA",,https://www.orlando-supply-holdings-i.com/newsroom/2021/02/security-update,,company_pr,2,98.76,Gold,,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2024-0414-001,Edmonton BioSciences Inc.,45648907853.35,CA,62,52,196078,True,EDMO.TO,2024-04-14,False,2024-07-16,2024-08-21,malware,,Trojanized installer via SEO-poisoned download → fileless PowerShell execution → registry run-key persistence → credential dumping via LSASS → data staged for exfil,,,59042,health,"active_directory,VPN",31.71,https://www.theregister.com/2024/01/24/edmonton-biosciences_security_incident/,,verified_media,4,71.42,Silver,,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2025-0126-002,Sapphire Yield Capital Holdings Inc.,113353181.29,CA,52,,544,False,,2025-01-26,False,2025-01-28,2025-02-27,trojan,,Drive-by download from compromised ad network → remote access trojan deployment → keylogger activation → credential theft → lateral movement to file servers,BlackCat/ALPHV,unknown,142572,PII,"CRM,website,SSO,ERP",,https://www.cnil.fr/decisions/2025/11/INQ-2025-00796,https://www.theregister.com/2025/02/26/sapphire-yield-capit_security_incident/,gdpr_notification,1,57.83,Bronze,low_quality_score,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2024-0803-001,Crawford Services Inc.,41929904.18,US,81,,466,False,,2024-08-03,False,2024-08-11,2024-08-24,ransomware,,,,,2878816,IP,"ERP,SCADA,active_directory",51.79,https://www.crawford-services-inc.com/newsroom/2024/07/security-update,,company_pr,2,80.27,Silver,,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2023-0902-003,BazaarGoods Distribution Co.,26792083199.11,US,44-45,,227768,True,BAZ1,2023-09-02,False,2023-09-05,2023-10-05,ransomware,,Phishing email with weaponized attachment → credential theft via Mimikatz → lateral movement via RDP/SMB → Active Directory compromise → ransomware deployment across domain-joined hosts,Hive,suspected,201238,mixed,CRM,,https://www.edpb.europa.eu/decisions/2023/09/INQ-2023-00798,https://unit42.paloaltonetworks.com/threat-brief-bazaargoods-distribu-2023/,gdpr_notification,1,71.31,Silver,,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2024-1203-001,Chen Staffing Group Inc.,37708958.69,US,56,,566,True,CHEN,2024-12-03,False,2025-06-04,2025-06-21,ransomware,,Phishing email with weaponized attachment → credential theft via Mimikatz → lateral movement via RDP/SMB → Active Directory compromise → ransomware deployment across domain-joined hosts,,,7435,credentials,"ERP,email,SSO,customer_database",76.8,https://blog.talosintelligence.com/2024/05/chen-staffing-group--campaign.html,,cybersecurity_firm,3,94.05,Gold,,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2024-0711-001,Gutierrez Components Ltd.,36465784853.4,GB,31-33,21,219847,True,GUTI.L,2024-07-11,False,2024-10-11,2024-12-19,backdoor,,,,,,,"CRM,file_servers,email,manufacturing_OT,active_directory",,https://www.gutierrez-components-ltd.com/newsroom/2024/12/security-update,https://www.bleepingcomputer.com/news/security/gutierrez-components-ltd-hit-by-cyberattack-2024/,company_pr,2,76.56,Silver,,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2022-0117-002,Phoenix Capital Corp.,45081073096.65,US,52,11,109986,True,PHOE,2022-01-17,False,2022-01-29,2022-02-12,supply_chain,phishing,Compromised third-party software update → trojanized DLL sideloaded → C2 beacon established → persistent access across customer environments,Medusa,probable,,,"cloud_infrastructure,website,active_directory,file_servers",76.85,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001412566&type=8-K&dateb=20220725&owner=include&count=10,https://www.phoenix-capital-corp.com/newsroom/2022/10/security-update,sec_filing,1,88.57,Gold,,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2025-0626-003,Crest Vertex Construction AG,43661247.64,CH,23,,280,False,,2025-06-26,False,2025-07-29,2025-08-15,data_breach,,Misconfigured cloud storage bucket discovered by automated scanner → bulk data download over 72 hours → data posted to dark web marketplace,,,9585,credentials,"SCADA,HR_systems,cloud_infrastructure,VPN,customer_database",,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001450132&type=8-K&dateb=20250323&owner=include&count=10,https://www.bleepingcomputer.com/news/security/crest-vertex-construction-hit-by-cyberattack-2025/,sec_filing,1,74.82,Silver,,Revenue estimated from Dun & Bradstreet industry median,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2024-0106-002,Winnipeg Office Holdings Inc.,835812197.45,CA,92,,8571,False,,2024-01-06,False,2024-01-10,2024-02-10,ransomware,,Phishing email with weaponized attachment → credential theft via Mimikatz → lateral movement via RDP/SMB → Active Directory compromise → ransomware deployment across domain-joined hosts,Conti,confirmed,11039,mixed,file_servers,183.35,https://www.crowdstrike.com/blog/winnipeg-office-hold-intrusion-analysis-2024/,,cybersecurity_firm,3,55.1,Bronze,low_quality_score,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2025-0730-002,Guardian Orbit Bancorp Pvt. Ltd.,37139009978.7,IN,52,,182120,True,GOB.NS,2025-07-30,True,2025-11-02,2025-12-19,phishing,,Spear-phishing campaign targeting finance team → credential harvesting through cloned SSO portal → email account compromise → BEC wire transfer or data exfiltration,,,4476651,mixed,"VPN,SCADA,website,manufacturing_OT,customer_database",,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001571710&type=8-K&dateb=20250605&owner=include&count=10,https://krebsonsecurity.com/2025/03/guardian-orbit-banco-breach-exposes-data/,sec_filing,1,94.63,Gold,,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
